RT [min],Area
3.964,87.8429
5.618,332.1963
8.136,4.6875
11.176,133.8694
12.247,106.3923
14.513,41.9153
15.07,51.8852
16.725,1765.4681
18.265,98.4809
19.24,122.2151
21.09,16.7933
