RT [min],Area
4.034,65.7969
5.704,106.2324
8.257,14.8854
11.305,36.8465
12.431,46.1761
14.72,12.5456
15.284,15.2092
16.991,1829.3254
18.58,21.0848
21.32,33.1209
24.537,44.5036
26.429,104.005
27.89,24.0735
30.643,261.37
37.47,554.1218
41.305,35.6268
42.22,29.3327
42.487,1036.344
43.475,706.9813
44.785,36.5784
46.857,177.7341
47.244,354.25
47.58,201.3498
47.966,327.1244
48.157,251.6598
48.453,413.0629
48.632,710.024
49.498,10.8262
49.741,29.7004
