RT [min],Area
4.021,67.0942
5.69,127.1983
8.282,7.8773
11.199,28.3799
12.417,67.4528
16.959,1766.4016
21.256,26.8772
24.495,26.1127
26.421,76.5937
30.618,209.2729
37.33,546.2457
42.485,755.9156
43.493,634.95
44.797,5.9914
47.249,320.3171
47.58,116.8063
47.919,190.1065
48.138,129.8863
48.457,181.4218
48.671,420.7317
49.504,9.6923
