RT [min],Area
4.03,59.2775
5.707,120.9897
8.276,10.9322
11.237,34.1899
12.412,44.3346
14.738,14.5457
17.0,1853.8661
18.575,12.8878
21.341,31.4374
24.55,24.1234
26.412,75.6852
30.624,198.4428
37.369,549.9189
42.489,736.6122
43.479,609.0572
44.809,11.5653
47.253,306.8901
47.585,117.6792
47.927,186.7894
48.16,127.1899
48.455,165.8317
48.669,369.9201
49.5,35.7957
49.736,43.8696
