RT [min],Area
3.996,89.7314
5.643,159.2721
8.409,9.2545
11.228,36.1868
12.302,46.0553
15.108,26.9423
16.85,2062.5537
21.204,22.0912
24.54,28.3688
26.345,70.369
30.617,268.1189
37.491,548.7901
42.486,812.2571
43.493,680.7897
44.817,12.2143
47.329,393.8122
47.711,377.0195
48.102,248.9936
48.343,236.4446
48.81,372.7286
49.29,32.6215
49.463,73.6471
49.773,82.9583
