RT [min],Area
4.031,63.8505
5.698,103.209
8.242,16.1011
11.305,38.9557
12.415,42.8593
14.7,12.6914
15.272,17.9784
16.971,1761.8356
18.564,23.0918
21.304,33.8258
24.117,64.7266
26.43,97.8597
27.897,26.8086
30.64,256.0268
37.554,510.778
41.461,28.7749
42.228,41.6511
42.493,1033.1617
43.475,681.5957
44.778,41.4057
46.849,188.9053
47.24,347.3213
47.579,188.3325
47.939,336.2032
48.166,224.4911
48.458,344.6442
48.644,571.2791
49.514,11.8548
49.738,28.7757
