RT [min],Area
3.976,92.0489
5.631,106.8189
11.188,50.8312
12.248,54.8628
15.131,21.8968
16.777,2029.2083
21.151,13.0433
24.526,24.7293
26.268,68.1176
28.185,42.9482
30.566,316.9882
37.43,597.001
42.448,1231.9387
43.444,1308.9091
44.525,159.9162
47.279,1044.645
47.737,848.0591
48.08,565.897
48.348,390.629
48.656,833.2044
49.268,101.7024
49.435,171.4165
49.795,305.1479
