RT [min],Area
4.013,79.3633
5.687,139.3032
8.304,8.3895
11.199,30.3342
12.48,35.5899
17.021,1800.6456
21.241,24.0637
24.623,26.2866
26.45,72.811
30.658,232.351
37.359,507.8618
42.508,709.0471
43.519,590.9797
44.822,5.3806
47.33,341.3984
47.718,317.317
48.102,230.0386
48.363,206.1374
48.806,362.8185
49.295,32.5289
49.476,67.4234
49.769,76.7077
